-1.000000e+02 9.567540e-11 8.687313e-13 2.958025e-15 4.476471e-18 2.540394e-21 1.017820e-20 9.567540e-13 9.614092e-14 3.622826e-15 6.067423e-17 3.810590e-19 1.428971e-18 6.401361e-01 2.117022e+00 3.211313e-02 2.537860e-02 6.919620e-03 3.459133e-03 2.271585e-03 2.240805e-03 1.372420e-03 1.120364e-03 5.160274e-04 7.462684e-04
-9.900000e+01 1.424303e-10 1.429279e-12 5.378520e-15 8.995518e-18 5.641840e-21 2.352679e-20 1.424303e-12 1.581757e-13 6.587315e-15 1.219255e-16 8.462761e-19 3.173535e-18 6.663336e-01 2.131688e+00 3.250336e-02 2.547910e-02 7.255033e-03 3.625975e-03 2.377092e-03 2.355128e-03 1.425140e-03 1.177520e-03 5.401646e-04 7.842481e-04
-9.800000e+01 2.119862e-10 2.350995e-12 9.777482e-15 1.807257e-17 1.252691e-20 5.436979e-20 2.119862e-12 2.601804e-13 1.197492e-14 2.449561e-16 1.879036e-18 7.046387e-18 6.936114e-01 2.147955e+00 3.291652e-02 2.558479e-02 7.604606e-03 3.799591e-03 2.486306e-03 2.475220e-03 1.479115e-03 1.237560e-03 5.653106e-04 8.241265e-04
-9.700000e+01 3.154321e-10 3.866156e-12 1.776987e-14 3.629999e-17 2.780738e-20 1.256161e-19 3.154321e-12 4.278605e-13 2.176355e-14 4.920111e-16 4.171106e-18 1.564165e-17 7.220146e-01 2.166006e+00 3.335416e-02 2.569596e-02 7.968591e-03 3.980022e-03 2.601365e-03 2.599178e-03 1.534313e-03 1.300625e-03 5.914957e-04 8.659926e-04
-9.600000e+01 4.692300e-10 6.356071e-12 3.228665e-14 7.289113e-17 6.171030e-20 2.901449e-19 4.692300e-12 7.034149e-13 3.954291e-14 9.879686e-16 9.256546e-18 3.471205e-17 7.515903e-01 2.186045e+00 3.381797e-02 2.581290e-02 8.347175e-03 4.167260e-03 2.715629e-03 2.733854e-03 1.590695e-03 1.366860e-03 6.187497e-04 9.099384e-04
-9.500000e+01 6.978059e-10 1.044641e-11 5.864497e-14 1.463228e-16 1.369066e-19 6.699670e-19 6.978059e-12 1.156085e-12 7.182512e-14 1.983263e-15 2.053599e-17 7.700996e-17 7.823875e-01 2.208298e+00 3.430982e-02 2.593595e-02 8.740467e-03 4.361238e-03 2.835545e-03 2.872994e-03 1.648217e-03 1.436419e-03 6.471022e-04 9.560593e-04
-9.400000e+01 1.037382e-09 1.716328e-11 1.064863e-13 2.936325e-16 3.036310e-19 1.546489e-18 1.037382e-11 1.899430e-12 1.304185e-13 3.979904e-15 4.554464e-17 1.707924e-16 8.144575e-01 2.233023e+00 3.483171e-02 2.606545e-02 9.148480e-03 4.561817e-03 2.958779e-03 3.019103e-03 1.706831e-03 1.509460e-03 6.765818e-04 1.004453e-03
-9.300000e+01 1.541637e-09 2.818859e-11 1.932840e-13 5.890280e-16 6.731430e-19 3.568452e-18 1.541637e-11 3.119580e-12 2.367236e-13 7.983704e-15 1.009714e-16 3.786429e-16 8.478537e-01 2.260508e+00 3.538587e-02 2.620175e-02 9.571103e-03 4.768777e-03 3.085141e-03 3.172511e-03 1.766481e-03 1.586148e-03 7.072166e-04 1.055221e-03
-9.200000e+01 2.290065e-09 4.627736e-11 3.506878e-13 1.181109e-15 1.491732e-18 8.230672e-18 2.290065e-11 5.121432e-12 4.295031e-13 1.600879e-14 2.237599e-16 8.390995e-16 8.826319e-01 2.291079e+00 3.597474e-02 2.634525e-02 1.000808e-02 4.981799e-03 3.214401e-03 3.333562e-03 1.827109e-03 1.666653e-03 7.390337e-04 1.108467e-03
-9.100000e+01 3.400298e-09 7.593942e-11 6.359877e-13 2.367269e-15 3.304288e-18 1.897554e-17 3.400298e-11 8.404078e-12 7.789227e-13 3.208604e-14 4.956432e-16 1.858662e-15 9.188502e-01 2.325104e+00 3.660104e-02 2.649635e-02 1.045897e-02 5.200455e-03 3.346283e-03 3.502613e-03 1.888648e-03 1.751153e-03 7.720589e-04 1.164296e-03
-9.000000e+01 5.046246e-09 1.245512e-10 1.152813e-12 4.742282e-15 7.315552e-18 4.372552e-17 5.046246e-11 1.378386e-11 1.411902e-12 6.427704e-14 1.097333e-15 4.114998e-15 9.565694e-01 2.362997e+00 3.726773e-02 2.665547e-02 1.092312e-02 5.424195e-03 3.480464e-03 3.680033e-03 1.951028e-03 1.839830e-03 8.063166e-04 1.222816e-03
-8.900000e+01 7.484771e-09 2.041680e-10 2.088469e-12 9.494801e-15 1.618732e-17 1.007012e-16 7.484771e-11 2.259490e-11 2.557842e-12 1.286928e-13 2.428098e-15 9.105368e-15 9.958529e-01 2.405232e+00 3.797811e-02 2.682308e-02 1.139960e-02 5.652330e-03 3.616573e-03 3.866202e-03 2.014174e-03 1.932874e-03 8.418297e-04 1.284136e-03
-8.800000e+01 1.109485e-08 3.344721e-10 3.781200e-12 1.899840e-14 3.579609e-17 2.317752e-16 1.109485e-10 3.701542e-11 4.631005e-12 2.575049e-13 5.369413e-15 2.013530e-14 1.036767e+00 2.452344e+00 3.873584e-02 2.699966e-02 1.188718e-02 5.884023e-03 3.754190e-03 4.061514e-03 2.078007e-03 2.030479e-03 8.786190e-04 1.348366e-03
-8.700000e+01 1.643492e-08 5.475650e-10 6.841242e-12 3.798846e-14 7.910423e-17 5.330930e-16 1.643492e-10 6.059803e-11 8.378776e-12 5.148967e-13 1.186563e-14 4.449613e-14 1.079380e+00 2.504943e+00 3.954490e-02 2.718571e-02 1.238425e-02 6.118283e-03 3.892844e-03 4.266375e-03 2.142442e-03 2.132843e-03 9.167034e-04 1.415616e-03
-8.600000e+01 2.432682e-08 8.957418e-10 1.236834e-11 7.590279e-14 1.746768e-16 1.225209e-15 2.432682e-10 9.913012e-11 1.514807e-11 1.028789e-12 2.620152e-14 9.825570e-14 1.123766e+00 2.563728e+00 4.040971e-02 2.738179e-02 1.288876e-02 6.353953e-03 4.032018e-03 4.481198e-03 2.207391e-03 2.240169e-03 9.560994e-04 1.485997e-03
-8.500000e+01 3.597812e-08 1.464082e-09 2.234207e-11 1.515302e-13 3.853950e-16 2.813539e-15 3.597812e-10 1.620273e-10 2.736334e-11 2.053845e-12 5.780925e-14 2.167847e-13 1.169998e+00 2.629499e+00 4.133500e-02 2.758847e-02 1.339818e-02 6.589716e-03 4.171144e-03 4.706410e-03 2.272764e-03 2.352666e-03 9.968207e-04 1.559616e-03
-8.400000e+01 5.316020e-08 2.390798e-09 4.032093e-11 3.022287e-13 8.495169e-16 6.454916e-15 5.316020e-10 2.645853e-10 4.938285e-11 4.096416e-12 1.274275e-13 4.778533e-13 1.218157e+00 2.703177e+00 4.232588e-02 2.780636e-02 1.390941e-02 6.824097e-03 4.309611e-03 4.942444e-03 2.338465e-03 2.470542e-03 1.038878e-03 1.636579e-03
-8.300000e+01 7.846663e-08 3.900056e-09 7.269221e-11 6.021746e-13 1.870631e-15 1.479376e-14 7.846663e-10 4.316121e-10 8.902941e-11 8.161892e-12 2.805947e-13 1.052230e-12 1.268324e+00 2.785823e+00 4.338765e-02 2.803612e-02 1.441876e-02 7.055475e-03 4.446769e-03 5.189739e-03 2.404400e-03 2.594009e-03 1.082280e-03 1.716988e-03
-8.200000e+01 1.156867e-07 6.354752e-09 1.309017e-10 1.198420e-12 4.114380e-15 3.386621e-14 1.156867e-09 7.032689e-10 1.603211e-10 1.624342e-11 6.171570e-13 2.314339e-12 1.320585e+00 2.878669e+00 4.452569e-02 2.827844e-02 1.492190e-02 7.282106e-03 4.581927e-03 5.448740e-03 2.470469e-03 2.723275e-03 1.127029e-03 1.800939e-03
